ID,Name,Classification,Synonyms,Level,Description,CAS Number,PubChem ID,ChEBI ID,FooDB ID,HMDB ID,SMILES,Formula,InChI,InChIKey,Average mass,Mono. mass,No. of Publications,No. of Concentration values,No. of Reproducibility values,No. of Correlation values,No. of Metabolomic associations,No. of Microbiota associations,No. of Cancer associations
215,DPA (cis-22:5n-3),Very long-chain fatty acids,"all-cis-7,10,13,16,19-Docosapentaenoic acid; Docosapentaenoate",Single,,24880-45-3,5497182,53488,FDB021831,HMDB0006528,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCCC(O)=O,C22H34O2,"InChI=1S/C22H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h3-4,6-7,9-10,12-13,15-16H,2,5,8,11,14,17-21H2,1H3,(H,23,24)/b4-3-,7-6-,10-9-,13-12-,16-15-",YUFFSWGQGVEMMI-JLNKQSITSA-N,330.5042,330.255880332,41,60,2,110,3,0,8
184,DHA (cis-22:6n-3),Very long-chain fatty acids,"all-cis-4,7,10,13,16,19-Docosahexaenoic acid; Docosahexaenoate; Docosahexaenoic acid",Single,,6217-54-5,445580,28125,FDB003003,HMDB0002183,CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCC(O)=O,C22H32O2,"InChI=1S/C22H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h3-4,6-7,9-10,12-13,15-16,18-19H,2,5,8,11,14,17,20-21H2,1H3,(H,23,24)/b4-3-,7-6-,10-9-,13-12-,16-15-,19-18-",MBMBGCFOFBJSGT-KUBAVDMBSA-N,328.4883,328.240230268,64,100,6,258,7,0,13
177,"Fatty acids, saturated (SFA)",Fatty acids and conjugates,,Combined,,,,,,,,,,,,,49,78,6,222,0,0,12
178,"Fatty acids, monounsaturated (MUFA)",Fatty acids and conjugates,cis-MUFA; MUFA,Combined,,,,,,,,,,,,,47,73,6,129,0,0,12
410,"Fatty acids, n6-polyunsaturated (n6-PUFA)",Fatty acids and conjugates,cis-n6-PUFA; n6-PUFA,Combined,,,,,,,,,,,,,32,35,3,42,0,0,13
286,"Fatty acids, n3-polyunsaturated (n3-PUFA)",Fatty acids and conjugates,cis-n3-PUFA; n3-PUFA,Combined,,,,,,,,,,,,,45,74,3,221,0,0,14
451,Fatty acids,Fatty acids and conjugates,FAME,Combined,,,,,,,,,,,,,57,15,0,8,0,0,0
134,Vitamin C,Furanones,Vitamin C,Combined,Includes all vitamers with vitamin C activity: they are principally ascorbic acid and dehydroascorbic acid.,,,,,,,,,,,,42,53,1,184,0,0,10
135,Retinol,Retinoids,Vitamin A; Retinol; Preformed vitamin A,Single,,68-26-8,445354,17336,FDB013828,HMDB0000305,C\C(=C/CO)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C,C20H30O,"InChI=1S/C20H30O/c1-16(8-6-9-17(2)13-15-21)11-12-19-18(3)10-7-14-20(19,4)5/h6,8-9,11-13,21H,7,10,14-15H2,1-5H3/b9-6+,12-11+,16-8+,17-13+",FPIPGXGPPPQFEQ-OVSJKPMPSA-N,286.4516,286.229665582,75,50,4,95,0,0,55
558,Triglycerides,Triacylglycerols,,Combined,This item is only used to indicate measurement or correlation adjustment; in these cases triglyceride excretions are indicated. Triglyceride intakes and triglyceride correlations are not included.,,,,,,,,,,,,5,9,0,0,0,0,0
239,Cholesterol,Cholesterols and derivatives,,Single,This item is only used to indicate measurement or correlation adjustment; in these cases cholesterol excretions are indicated. Cholesterol intakes and cholesterol correlations are not included.,57-88-5,5997,16113,FDB013269,HMDB0000067,[H][C@@](C)(CCCC(C)C)[C@@]1([H])CC[C@@]2([H])[C@]3([H])CC=C4C[C@@]([H])(O)CC[C@]4(C)[C@@]3([H])CC[C@]12C,C27H46O,"InChI=1S/C27H46O/c1-18(2)7-6-8-19(3)23-11-12-24-22-10-9-20-17-21(28)13-15-26(20,4)25(22)14-16-27(23,24)5/h9,18-19,21-25,28H,6-8,10-17H2,1-5H3/t19-,21+,22+,23-,24+,25+,26+,27-/m1/s1",HVYWMOMLDIMFJA-DPAQBDIFSA-N,386.6535,386.354866094,9,19,0,0,0,0,0
504,Vitamin A (Carotenoids),Carotenoids,Carotene; Carotenes; Provitamin A; Provitamin A carotenoids,Combined,"Includes provitamin A carotenoids such as beta-carotene, alpha-carotene, and beta-cryptoxanthin.",,,,,,,,,,,,6,14,0,49,0,0,0
878,Vitamin A (Retinol Equivalents),Retinoids,RE Vitamin A,Equivalent,Was traditionally used to describe total vitamin A activity. RE Vitamin A = mcg retinol + (mcg beta-carotene equivalents/6). See: http://www.ncc.umn.edu/products/databaseNUTvitamins.html.,,,,,,,,,,,,3,2,0,4,0,0,0
909,"2,3,7,8-TCDD",Chlorinated dibenzo-p-dioxins,"TCDD; 2,3,7,8-Tetrachlorodibenzo-p-dioxin; Seveso dioxin",Single,,1746-01-6,15625,28119,,,ClC1=CC2=C(OC3=C(O2)C=C(Cl)C(Cl)=C3)C=C1Cl,C12H4Cl4O2,InChI=1S/C12H4Cl4O2/c13-5-1-9-10(2-6(5)14)18-12-4-8(16)7(15)3-11(12)17-9/h1-4H,HGUFODBRKLSHSI-UHFFFAOYSA-N,321.971,319.8965402,28,81,0,0,0,0,0
912,"1,2,3,7,8-PeCDD",Chlorinated dibenzo-p-dioxins,"1,2,3,7,8-Pentachlorodibenzo-p-dioxin",Single,,40321-76-4,38439,81501,,,ClC1=CC2=C(OC3=C(Cl)C(Cl)=C(Cl)C=C3O2)C=C1Cl,C12H3Cl5O2,InChI=1S/C12H3Cl5O2/c13-4-1-7-8(2-5(4)14)19-12-9(18-7)3-6(15)10(16)11(12)17/h1-3H,FSPZPQQWDODWAU-UHFFFAOYSA-N,356.416,353.857567875,28,81,0,0,0,0,0
914,"1,2,3,4,7,8-HxCDD",Chlorinated dibenzo-p-dioxins,"1,2,3,4,7,8-Hexachlorodibenzo-p-dioxin",Single,,39227-28-6,38251,81502,,,ClC1=CC2=C(OC3=C(Cl)C(Cl)=C(Cl)C(Cl)=C3O2)C=C1Cl,C12H2Cl6O2,InChI=1S/C12H2Cl6O2/c13-3-1-5-6(2-4(3)14)20-12-10(18)8(16)7(15)9(17)11(12)19-5/h1-2H,WCYYQNSQJHPVMG-UHFFFAOYSA-N,390.861,387.81859555,27,77,0,0,0,0,0
913,"1,2,3,6,7,8-HxCDD",Chlorinated dibenzo-p-dioxins,"1,2,3,6,7,8-Hexachlorodibenzo-p-dioxin",Single,,57653-85-7,42540,81503,,,ClC1=CC2=C(OC3=C(O2)C(Cl)=C(Cl)C(Cl)=C3)C(Cl)=C1Cl,C12H2Cl6O2,InChI=1S/C12H2Cl6O2/c13-3-1-5-11(9(17)7(3)15)20-6-2-4(14)8(16)10(18)12(6)19-5/h1-2H,YCLUIPQDHHPDJJ-UHFFFAOYSA-N,390.861,387.81859555,27,77,0,0,0,0,0
917,"1,2,3,7,8,9-HxCDD",Chlorinated dibenzo-p-dioxins,"1,2,3,7,8,9-Hexachlorodibenzo-p-dioxin",Single,,19408-74-3,29575,81504,,,ClC1=CC2=C(OC3=C(Cl)C(Cl)=C(Cl)C=C3O2)C(Cl)=C1Cl,C12H2Cl6O2,InChI=1S/C12H2Cl6O2/c13-3-1-5-11(9(17)7(3)15)20-12-6(19-5)2-4(14)8(16)10(12)18/h1-2H,LGIRBUBHIWTVCK-UHFFFAOYSA-N,390.861,387.81859555,27,77,0,0,0,0,0
916,"1,2,3,4,6,7,8-HpCDD",Chlorinated dibenzo-p-dioxins,"1,2,3,4,6,7,8-Heptachlorodibenzo-p-dioxin",Single,,35822-46-9,37270,81505,,,ClC1=CC2=C(OC3=C(Cl)C(Cl)=C(Cl)C(Cl)=C3O2)C(Cl)=C1Cl,C12HCl7O2,InChI=1S/C12HCl7O2/c13-2-1-3-10(7(17)4(2)14)21-12-9(19)6(16)5(15)8(18)11(12)20-3/h1H,WCLNVRQZUKYVAI-UHFFFAOYSA-N,425.306,421.779623225,28,81,0,0,0,0,0
918,OCDD,Chlorinated dibenzo-p-dioxins,"1,2,3,4,6,7,8,9-Octachlorodibenzo-p-dioxin; Octachlorodibenzo-p-dioxin",Single,,3268-87-9,18636,81566,,,ClC1=C(Cl)C(Cl)=C2OC3=C(Cl)C(Cl)=C(Cl)C(Cl)=C3OC2=C1Cl,C12Cl8O2,InChI=1S/C12Cl8O2/c13-1-2(14)6(18)10-9(5(1)17)21-11-7(19)3(15)4(16)8(20)12(11)22-10,FOIBFBMSLDGNHL-UHFFFAOYSA-N,459.751,455.7406509,30,87,0,12,0,0,0
937,"2,3,7,8-TCDF",Polychlorinated dibenzofurans,"2,3,7,8-Tetrachlorodibenzo-furan",Single,,51207-31-9,39929,81506,,,ClC1=C(Cl)C=C2C(OC3=CC(Cl)=C(Cl)C=C23)=C1,C12H4Cl4O,InChI=1S/C12H4Cl4O/c13-7-1-5-6-2-8(14)10(16)4-12(6)17-11(5)3-9(7)15/h1-4H,KSMVNVHUTQZITP-UHFFFAOYSA-N,305.972,303.901625578,27,78,0,0,0,0,0
924,"1,2,3,7,8-PeCDF",Polychlorinated dibenzofurans,"1,2,3,7,8-Pentachlorodibenzo-furan",Single,,57117-41-6,42138,81507,,,ClC1=C(Cl)C=C2C(OC3=CC(Cl)=C(Cl)C(Cl)=C23)=C1,C12H3Cl5O,InChI=1S/C12H3Cl5O/c13-5-1-4-8(2-6(5)14)18-9-3-7(15)11(16)12(17)10(4)9/h1-3H,SBMIVUVRFPGOEB-UHFFFAOYSA-N,340.417,337.862653253,27,79,0,0,0,0,0
923,"2,3,4,7,8-PeCDF",Polychlorinated dibenzofurans,"2,3,4,7,8-Pentachlorodibenzo-furan",Single,,57117-31-4,42128,81508,,,ClC1=C(Cl)C=C2C(OC3=C(Cl)C(Cl)=C(Cl)C=C23)=C1,C12H3Cl5O,InChI=1S/C12H3Cl5O/c13-6-1-4-5-2-8(15)10(16)11(17)12(5)18-9(4)3-7(6)14/h1-3H,OGBQILNBLMPPDP-UHFFFAOYSA-N,340.417,337.862653253,29,83,0,12,0,0,0
926,"1,2,3,4,7,8-HxCDF",Polychlorinated dibenzofurans,"1,2,3,4,7,8-Hexachlorodibenzo-furan",Single,,70648-26-9,51130,81509,,,ClC1=C(Cl)C=C2C(OC3=C(Cl)C(Cl)=C(Cl)C(Cl)=C23)=C1,C12H2Cl6O,InChI=1S/C12H2Cl6O/c13-4-1-3-6(2-5(4)14)19-12-7(3)8(15)9(16)10(17)11(12)18/h1-2H,LVYBAQIVPKCOEE-UHFFFAOYSA-N,374.862,371.823680928,27,77,0,0,0,0,0
927,"1,2,3,6,7,8-HxCDF",Polychlorinated dibenzofurans,"1,2,3,6,7,8-Hexachlorodibenzo-furan",Single,,57117-44-9,42140,81511,,,ClC1=C(Cl)C(Cl)=C2C(OC3=C(Cl)C(Cl)=C(Cl)C=C23)=C1,C12H2Cl6O,InChI=1S/C12H2Cl6O/c13-4-1-3-7-6(2-5(14)8(15)10(7)17)19-12(3)11(18)9(4)16/h1-2H,JEYJJJXOFWNEHN-UHFFFAOYSA-N,374.862,371.823680928,27,77,0,0,0,0,0
928,"2,3,4,6,7,8-HxCDF",Polychlorinated dibenzofurans,"2,3,4,6,7,8-Hexachlorodibenzo-furan",Single,,60851-34-5,43495,81512,,,ClC1=C(Cl)C(Cl)=C2OC3=C(Cl)C(Cl)=C(Cl)C=C3C2=C1,C12H2Cl6O,InChI=1S/C12H2Cl6O/c13-5-1-3-4-2-6(14)8(16)10(18)12(4)19-11(3)9(17)7(5)15/h1-2H,XTAHLACQOVXINQ-UHFFFAOYSA-N,374.862,371.823680928,26,74,0,0,0,0,0
929,"1,2,3,7,8,9-HxCDF",Polychlorinated dibenzofurans,"1,2,3,7,8,9-Hexachlorodibenzo-furan",Single,,72918-21-9,51720,81510,,,ClC1=C(Cl)C(Cl)=C2C(OC3=CC(Cl)=C(Cl)C(Cl)=C23)=C1,C12H2Cl6O,InChI=1S/C12H2Cl6O/c13-3-1-5-7(11(17)9(3)15)8-6(19-5)2-4(14)10(16)12(8)18/h1-2H,PYUSJFJVDVSXIU-UHFFFAOYSA-N,374.862,371.823680928,26,74,0,0,0,0,0
938,"1,2,3,4,6,7,8-HpCDF",Polychlorinated dibenzofurans,"1,2,3,4,6,7,8-Heptachlorodibenzo-furan",Single,,67562-39-4,38199,81513,,,ClC1=C(Cl)C(Cl)=C2OC3=C(Cl)C(Cl)=C(Cl)C(Cl)=C3C2=C1,C12HCl7O,InChI=1S/C12HCl7O/c13-3-1-2-4-6(15)7(16)8(17)10(19)12(4)20-11(2)9(18)5(3)14/h1H,WDMKCPIVJOGHBF-UHFFFAOYSA-N,409.307,405.784708603,27,77,0,0,0,0,0
939,"1,2,3,4,7,8,9-HpCDF",Polychlorinated dibenzofurans,"1,2,3,4,7,8,9-Heptachlorodibenzo-furan",Single,,55673-89-7,41510,81514,,,ClC1=C(Cl)C(Cl)=C2C(OC3=C(Cl)C(Cl)=C(Cl)C(Cl)=C23)=C1,C12HCl7O,InChI=1S/C12HCl7O/c13-2-1-3-4(7(15)6(2)14)5-8(16)9(17)10(18)11(19)12(5)20-3/h1H,VEZCTZWLJYWARH-UHFFFAOYSA-N,409.307,405.784708603,26,75,0,0,0,0,0
936,OCDF,Polychlorinated dibenzofurans,"1,2,3,4,6,7,8,9-Octachlorodibenzo-furan",Single,,39001-02-0,38200,81515,,,ClC1=C2OC3=C(Cl)C(Cl)=C(Cl)C(Cl)=C3C2=C(Cl)C(Cl)=C1Cl,C12Cl8O,InChI=1S/C12Cl8O/c13-3-1-2-4(14)6(16)8(18)10(20)12(2)21-11(1)9(19)7(17)5(3)15,RHIROFAGUQOFLU-UHFFFAOYSA-N,443.752,439.745736278,28,81,0,0,0,0,0
944,PCB-105,Polychlorinated biphenyls,"2,3,3',4,4'-Pentachlorobiphenyl",Single,,32598-14-4,36188,81518,,,ClC1=CC=C(C=C1Cl)C1=CC=C(Cl)C(Cl)=C1Cl,C12H5Cl5,InChI=1S/C12H5Cl5/c13-8-3-1-6(5-10(8)15)7-2-4-9(14)12(17)11(7)16/h1-5H,WIDHRBRBACOVOY-UHFFFAOYSA-N,326.433,323.883388695,35,70,0,0,0,0,0
945,PCB-114,Polychlorinated biphenyls,"2,3,4,4',5-Pentachlorobiphenyl",Single,,74472-37-0,53036,81519,,,ClC1=CC=C(C=C1)C1=CC(Cl)=C(Cl)C(Cl)=C1Cl,C12H5Cl5,InChI=1S/C12H5Cl5/c13-7-3-1-6(2-4-7)8-5-9(14)11(16)12(17)10(8)15/h1-5H,SXZSFWHOSHAKMN-UHFFFAOYSA-N,326.433,323.883388695,22,49,0,0,0,0,0
946,PCB-118,Polychlorinated biphenyls,"2,3',4,4',5-Pentachlorobiphenyl",Single,,31508-00-6,35823,81520,,,ClC1=CC=C(C=C1Cl)C1=CC(Cl)=C(Cl)C=C1Cl,C12H5Cl5,InChI=1S/C12H5Cl5/c13-8-2-1-6(3-10(8)15)7-4-11(16)12(17)5-9(7)14/h1-5H,IUTPYMGCWINGEY-UHFFFAOYSA-N,326.433,323.883388695,54,104,0,0,0,0,0
947,PCB-123,Polychlorinated biphenyls,"2,3',4,4',5'-Pentachlorobiphenyl",Single,,65510-44-3,47650,81521,,,ClC1=CC=C(C(Cl)=C1)C1=CC(Cl)=C(Cl)C(Cl)=C1,C12H5Cl5,InChI=1S/C12H5Cl5/c13-7-1-2-8(9(14)5-7)6-3-10(15)12(17)11(16)4-6/h1-5H,YAHNWSSFXMVPOU-UHFFFAOYSA-N,326.433,323.883388695,20,46,0,0,0,0,0
948,PCB-156,Polychlorinated biphenyls,"2,3,3',4,4',5-Hexachlorobiphenyl",Single,,38380-08-4,38019,81522,,,ClC1=CC=C(C=C1Cl)C1=CC(Cl)=C(Cl)C(Cl)=C1Cl,C12H4Cl6,InChI=1S/C12H4Cl6/c13-7-2-1-5(3-8(7)14)6-4-9(15)11(17)12(18)10(6)16/h1-4H,LCXMEXLGMKFLQO-UHFFFAOYSA-N,360.878,357.84441637,45,93,0,0,0,0,0
949,PCB-157,Polychlorinated biphenyls,"2,3,3',4,4',5'-Hexachlorobiphenyl",Single,,69782-90-7,50891,81523,,,ClC1=CC=C(C(Cl)=C1Cl)C1=CC(Cl)=C(Cl)C(Cl)=C1,C12H4Cl6,InChI=1S/C12H4Cl6/c13-7-2-1-6(10(16)12(7)18)5-3-8(14)11(17)9(15)4-5/h1-4H,YTWXDQVNPCIEOX-UHFFFAOYSA-N,360.878,357.84441637,24,55,0,0,0,0,0
950,PCB-167,Polychlorinated biphenyls,"2,3',4,4',5,5'-Hexachlorobiphenyl",Single,,52663-72-6,40479,81524,,,ClC1=CC(Cl)=C(C=C1Cl)C1=CC(Cl)=C(Cl)C(Cl)=C1,C12H4Cl6,InChI=1S/C12H4Cl6/c13-7-4-9(15)8(14)3-6(7)5-1-10(16)12(18)11(17)2-5/h1-4H,AZXHAWRMEPZSSV-UHFFFAOYSA-N,360.878,357.84441637,26,55,0,0,0,0,0
951,PCB-189,Polychlorinated biphenyls,"2,3,3',4,4',5,5'-Heptachlorobiphenyl",Single,,39635-31-9,38306,81525,,,ClC1=CC(=CC(Cl)=C1Cl)C1=CC(Cl)=C(Cl)C(Cl)=C1Cl,C12H3Cl7,InChI=1S/C12H3Cl7/c13-6-1-4(2-7(14)10(6)17)5-3-8(15)11(18)12(19)9(5)16/h1-3H,XUAWBXBYHDRROL-UHFFFAOYSA-N,395.323,391.805444045,24,53,0,0,0,0,0
940,PCB-77,Polychlorinated biphenyls,"3,3',4,4'-Tetrachlorobiphenyl",Single,,32598-13-3,36187,1367,,,ClC1=CC=C(C=C1Cl)C1=CC=C(Cl)C(Cl)=C1,C12H6Cl4,InChI=1S/C12H6Cl4/c13-9-3-1-7(5-11(9)15)8-2-4-10(14)12(16)6-8/h1-6H,UQMGJOKDKOLIDP-UHFFFAOYSA-N,291.988,289.92236102,20,48,0,0,0,0,0
941,PCB-81,Polychlorinated biphenyls,"3,4,4',5-Tetrachlorobiphenyl",Single,,70362-50-4,51043,81516,,,ClC1=CC=C(C=C1)C1=CC(Cl)=C(Cl)C(Cl)=C1,C12H6Cl4,InChI=1S/C12H6Cl4/c13-9-3-1-7(2-4-9)8-5-10(14)12(16)11(15)6-8/h1-6H,BHWVLZJTVIYLIV-UHFFFAOYSA-N,291.988,289.92236102,18,43,0,0,0,0,0
942,PCB-126,Polychlorinated biphenyls,"3,3',4,4',5-Pentachlorobiphenyl",Single,,57465-28-8,63090,34317,,,ClC1=CC(=CC(Cl)=C1Cl)C1=CC(Cl)=C(Cl)C=C1,C12H5Cl5,InChI=1S/C12H5Cl5/c13-8-2-1-6(3-9(8)14)7-4-10(15)12(17)11(16)5-7/h1-5H,REHONNLQRWTIFF-UHFFFAOYSA-N,326.433,323.883388695,24,61,0,12,0,0,0
943,PCB-169,Polychlorinated biphenyls,"3,3',4,4',5,5'-Hexachlorobiphenyl",Single,,32774-16-6,36231,81517,,,ClC1=CC(=CC(Cl)=C1Cl)C1=CC(Cl)=C(Cl)C(Cl)=C1,C12H4Cl6,InChI=1S/C12H4Cl6/c13-7-1-5(2-8(14)11(7)17)6-3-9(15)12(18)10(16)4-6/h1-4H,ZHLICBPIXDOFFG-UHFFFAOYSA-N,360.878,357.84441637,22,58,0,0,0,0,0
981,PCB-28,Polychlorinated biphenyls,"2,4,4'-Trichlorobiphenyl",Single,,7012-37-5,23448,,,,ClC1=CC=C(C=C1)C1=CC=C(Cl)C=C1Cl,C12H7Cl3,InChI=1S/C12H7Cl3/c13-9-3-1-8(2-4-9)11-6-5-10(14)7-12(11)15/h1-7H,BZTYNSQSZHARAZ-UHFFFAOYSA-N,257.543,255.961333345,25,51,0,0,0,0,0
1005,PCB-52,Polychlorinated biphenyls,"2,2',5,5'-Tetrachlorobiphenyl",Single,,35693-99-3,37248,34206,,,ClC1=CC=C(Cl)C(=C1)C1=CC(Cl)=CC=C1Cl,C12H6Cl4,InChI=1S/C12H6Cl4/c13-7-1-3-11(15)9(5-7)10-6-8(14)2-4-12(10)16/h1-6H,HCWZEPKLWVAEOV-UHFFFAOYSA-N,291.988,289.92236102,18,35,0,0,0,0,0
1027,PCB-74,Polychlorinated biphenyls,"2,4,4',5-Tetrachlorobiphenyl",Single,,32690-93-0,36218,,,,ClC1=CC=C(C=C1)C1=CC(Cl)=C(Cl)C=C1Cl,C12H6Cl4,InChI=1S/C12H6Cl4/c13-8-3-1-7(2-4-8)9-5-11(15)12(16)6-10(9)14/h1-6H,TULCXSBAPHCWCF-UHFFFAOYSA-N,291.988,289.92236102,22,34,0,0,0,0,0
1084,PCB-138,Polychlorinated biphenyls,"2,2',3,4,4',5'-Hexachlorobiphenyl",Single,,35065-28-2,37035,,,,ClC1=CC=C(C(Cl)=C1Cl)C1=CC(Cl)=C(Cl)C=C1Cl,C12H4Cl6,InChI=1S/C12H4Cl6/c13-7-2-1-5(11(17)12(7)18)6-3-9(15)10(16)4-8(6)14/h1-4H,RPUMZMSNLZHIGZ-UHFFFAOYSA-N,360.878,357.84441637,39,79,0,0,0,0,0
1099,PCB-153,Polychlorinated biphenyls,"2,2',4,4',5,5'-Hexachlorobiphenyl",Single,,35065-27-1,37034,34202,,,ClC1=CC(Cl)=C(C=C1Cl)C1=CC(Cl)=C(Cl)C=C1Cl,C12H4Cl6,InChI=1S/C12H4Cl6/c13-7-3-11(17)9(15)1-5(7)6-2-10(16)12(18)4-8(6)14/h1-4H,MVWHGTYKUMDIHL-UHFFFAOYSA-N,360.878,357.84441637,55,114,0,12,0,0,0
1112,PCB-170,Polychlorinated biphenyls,"2,2',3,3',4,4',5-Heptachlorobiphenyl",Single,,35065-30-6,37037,,,,ClC1=CC=C(C(Cl)=C1Cl)C1=CC(Cl)=C(Cl)C(Cl)=C1Cl,C12H3Cl7,InChI=1S/C12H3Cl7/c13-6-2-1-4(8(15)10(6)17)5-3-7(14)11(18)12(19)9(5)16/h1-3H,RMPWIIKNWPVWNG-UHFFFAOYSA-N,395.323,391.805444045,26,45,0,0,0,0,0
1122,PCB-180,Polychlorinated biphenyls,"2,2',3,4,4',5,5'-Heptachlorobiphenyl",Single,,35065-29-3,37036,,,,ClC1=CC(Cl)=C(C=C1Cl)C1=CC(Cl)=C(Cl)C(Cl)=C1Cl,C12H3Cl7,InChI=1S/C12H3Cl7/c13-6-3-8(15)7(14)1-4(6)5-2-9(16)11(18)12(19)10(5)17/h1-3H,WBHQEUPUMONIKF-UHFFFAOYSA-N,395.323,391.805444045,49,96,0,0,0,0,0
1135,PCB-194,Polychlorinated biphenyls,"2,2',3,3',4,4',5,5'-Octachlorobiphenyl",Single,,35694-08-7,37251,,,,ClC1=CC(=C(Cl)C(Cl)=C1Cl)C1=CC(Cl)=C(Cl)C(Cl)=C1Cl,C12H2Cl8,InChI=1S/C12H2Cl8/c13-5-1-3(7(15)11(19)9(5)17)4-2-6(14)10(18)12(20)8(4)16/h1-2H,DTMRKGRREZAYAP-UHFFFAOYSA-N,429.768,425.76647172,16,25,0,0,0,0,0
1144,PCB-203,Polychlorinated biphenyls,"2,2',3,4,4',5,5',6-Octachlorobiphenyl",Single,,52663-76-0,40483,,,,ClC1=CC(Cl)=C(C=C1Cl)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,C12H2Cl8,InChI=1S/C12H2Cl8/c13-4-2-6(15)5(14)1-3(4)7-8(16)10(18)12(20)11(19)9(7)17/h1-2H,DCPDZFRGNJDWPP-UHFFFAOYSA-N,429.768,425.76647172,4,5,0,0,0,0,0
1151,PCBs,Polychlorinated biphenyls,,Combined,,,,,,,,,,,,,46,109,0,0,0,0,0
1300,"p,p'-DDE",Diphenylmethanes,"p,p'-Dichlorodiphenyldichloroethylene; 4,4'-Dichlorodiphenyldichloroethylene",Single,"Metabolite of DDT, an organochlorine pesticide.",72-55-9,3035,16598,,,ClC(Cl)=C(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,C14H8Cl4,InChI=1S/C14H8Cl4/c15-11-5-1-9(2-6-11)13(14(17)18)10-3-7-12(16)8-4-10/h1-8H,UCNVFOCBFJOQAL-UHFFFAOYSA-N,318.025,315.938011084,22,56,0,0,0,0,0
1172,PBDEs,Bromodiphenyl ethers,Polybrominated diphenyl ethers,Combined,,,,,,,,,,,,,47,86,1,0,0,0,0
1185,BDE-47,Bromodiphenyl ethers,"2,2',4,4'-Tetrabromodiphenyl ether",Single,,5436-43-1,95170,81584,FDB016629,HMDB0037547,BrC1=CC=C(OC2=CC=C(Br)C=C2Br)C(Br)=C1,C12H6Br4O,InChI=1S/C12H6Br4O/c13-7-1-3-11(9(15)5-7)17-12-4-2-8(14)6-10(12)16/h1-6H,XYBSIYMGXVUVGY-UHFFFAOYSA-N,485.791,481.715215402,58,106,1,0,0,0,0
1193,BDE-99,Bromodiphenyl ethers,"2,2',4,4',5-Pentabromodiphenyl ether",Single,,60348-60-9,36159,81582,FDB016613,HMDB0037516,BrC1=CC(Br)=C(OC2=C(Br)C=C(Br)C(Br)=C2)C=C1,C12H5Br5O,InChI=1S/C12H5Br5O/c13-6-1-2-11(9(16)3-6)18-12-5-8(15)7(14)4-10(12)17/h1-5H,WHPVYXDFIXRKLN-UHFFFAOYSA-N,564.688,559.625728017,57,105,1,0,0,0,0
1194,BDE-100,Bromodiphenyl ethers,"2,2',4,4',6-Pentabromodiphenyl ether",Single,,189084-64-8,154083,,FDB016614,HMDB0037532,BrC1=CC=C(OC2=C(Br)C=C(Br)C=C2Br)C(Br)=C1,C12H5Br5O,InChI=1S/C12H5Br5O/c13-6-1-2-11(8(15)3-6)18-12-9(16)4-7(14)5-10(12)17/h1-5H,NSKIRYMHNFTRLR-UHFFFAOYSA-N,564.688,559.625728017,57,104,1,0,0,0,0
1202,BDE-153,Bromodiphenyl ethers,"2,2',4,4',5,5'-Hexabromodiphenyl ether",Single,,68631-49-2,155166,,FDB016606,HMDB0037525,BrC1=CC(Br)=C(Br)C=C1OC1=CC(Br)=C(Br)C=C1Br,C12H4Br6O,InChI=1S/C12H4Br6O/c13-5-1-9(17)11(3-7(5)15)19-12-4-8(16)6(14)2-10(12)18/h1-4H,RZXIRSKYBISPGF-UHFFFAOYSA-N,643.584,637.536240632,57,104,1,0,0,0,0
578,25-Hydroxycholecalciferol,Vitamin D and derivatives,Calcidiol; Calcifediol; 25-OH-Vitamin D; Vitamin D (in blood),Single,"Metabolite of vitamin D3 (cholecalciferol). Major circulating form of vitamin D, prehormone. Laboratory test for vitamin D status.",19356-17-3,5283731,17933,FDB021782,HMDB0003550,C[C@H](CCCC(C)(C)O)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C,C27H44O2,"InChI=1S/C27H44O2/c1-19-10-13-23(28)18-22(19)12-11-21-9-7-17-27(5)24(14-15-25(21)27)20(2)8-6-16-26(3,4)29/h11-12,20,23-25,28-29H,1,6-10,13-18H2,2-5H3/b21-11+,22-12-/t20-,23+,24-,25+,27-/m1/s1",JWUBBDSIWDLEOM-DTOXIADCSA-N,400.6371,400.334130652,112,25,10,23,0,0,139
1180,BDE-28,Bromodiphenyl ethers,"2,4,4'-Tribromodiphenyl ether",Single,,41318-75-6,12110098,,FDB016627,HMDB0037545,BrC1=CC=C(OC2=CC=C(Br)C=C2Br)C=C1,C12H7Br3O,InChI=1S/C12H7Br3O/c13-8-1-4-10(5-2-8)16-12-6-3-9(14)7-11(12)15/h1-7H,UPNBETHEXPIWQX-UHFFFAOYSA-N,406.895,403.804702787,45,81,1,0,0,0,0
