ID,Name,Classification,Synonyms,Level,Description,CAS Number,PubChem ID,ChEBI ID,FooDB ID,HMDB ID,SMILES,Formula,InChI,InChIKey,Average mass,Mono. mass,No. of Microbiota associations,No. of Experimental evidences,Reduced by antibiotics (No. of Publications),Reduced in germ-free animals (No. of Publications),Produced by human faecal bacteria (No. of Publications)
2201,Estradiol,Estrogens and derivatives,"1,3,5-Estratriene-3,17-beta-diol; 17beta-Estradiol",Single,,50-28-2,5757,16469,FDB000362,HMDB0000151,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,C18H24O2,"InChI=1S/C18H24O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3,5,10,14-17,19-20H,2,4,6-9H2,1H3/t14-,15-,16+,17+,18+/m1/s1",VOXZDWNPVJITMN-ZBRFXRBCSA-N,272.382,272.177630012,7,1,0,0,2
2202,Fucose,Hexoses,L-Fucose; 6-Deoxy-L-galactose,Single,,87-96-7,17106,2181,FDB020543,HMDB0000174,[H][C@@]1(C)OC([H])(O)[C@@]([H])(O)[C@]([H])(O)[C@]1([H])O,C6H12O5,"InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3+,4+,5-,6?/m0/s1",SHZGCJCMOBCMKK-DHVFOXMCSA-N,164.1565,164.068473494,2,1,2,0,0
2206,Hypoxanthine,Hypoxanthines,6-Oxopurine; 6-Hydroxypurine; 1H-purin-6(9H)-one,Single,"Occasionally found as a constituent of nucleic acids, where it is present in the anticodon of tRNA in the form of its nucleoside inosine.",68-94-0,135398638,17368,FDB003949,HMDB0000157,OC1=NC=NC2=C1NC=N2,C5H4N4O,"InChI=1S/C5H4N4O/c10-5-3-4(7-1-6-3)8-2-9-5/h1-2H,(H2,6,7,8,9,10)",FDGQSTZJBFJUBT-UHFFFAOYSA-N,136.1115,136.03851077,4,2,3,1,0
2213,N-Oleoylethanolamine,N-acylethanolamines,Oleoylethanolamine; N-(2-Hydroxyethyl)-9-octadecenamide,Single,,111-58-0,5283454,71466,FDB022839,HMDB0002088,CCCCCCCC\C=C/CCCCCCCC(=O)NCCO,C20H39NO2,"InChI=1S/C20H39NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-20(23)21-18-19-22/h9-10,22H,2-8,11-19H2,1H3,(H,21,23)/b10-9-",BOWVQLFMWHZBEF-KTKRTIGZSA-N,325.5292,325.298079497,1,1,1,0,0
2217,Prostaglandin E1,Prostaglandins and related compounds,Alprostadil,Single,,745-65-3,5280723,15544,FDB022625,HMDB0001442,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O,C20H34O5,"InChI=1S/C20H34O5/c1-2-3-6-9-15(21)12-13-17-16(18(22)14-19(17)23)10-7-4-5-8-11-20(24)25/h12-13,15-17,19,21,23H,2-11,14H2,1H3,(H,24,25)/b13-12+/t15-,16+,17+,19+/m0/s1",GMVPRGQOIOIIMI-DWKJAMRDSA-N,354.487,354.240624195,1,1,1,0,0
2218,3-Pyridylacetic acid,Pyridines and derivatives,Pyridylacetic acid; 3-Pyridineacetic acid; Pyridine-3-acetic acid,Single,Breakdown product of nicotine metabolism (pmid:3076531).,501-81-5,108,86390,FDB022679,HMDB0001538,OC(=O)CC1=CN=CC=C1,C7H7NO2,"InChI=1S/C7H7NO2/c9-7(10)4-6-2-1-3-8-5-6/h1-3,5H,4H2,(H,9,10)",WGNUNYPERJMVRM-UHFFFAOYSA-N,137.136,137.047678473,1,1,1,0,0
2220,Ribose,Pentoses,D-Ribose; D-Ribofuranose,Single,,613-83-2,5779,47013,FDB011145,HMDB0000283,OC[C@H]1OC(O)[C@H](O)[C@@H]1O,C5H10O5,"InChI=1S/C5H10O5/c6-1-2-3(7)4(8)5(9)10-2/h2-9H,1H2/t2-,3-,4-,5?/m1/s1",HMFHBZSHGGEWLO-SOOFDHNKSA-N,150.1299,150.05282343,1,1,1,0,0
2222,Saccharopine,Glutamic acid and derivatives,L-Saccharopine,Single,An intermediate in the metabolism of amino acid lysine.,997-68-2,160556,16927,FDB000461,HMDB0000279,N[C@@H](CCCCN[C@@H](CCC(O)=O)C(O)=O)C(O)=O,C11H20N2O6,"InChI=1S/C11H20N2O6/c12-7(10(16)17)3-1-2-6-13-8(11(18)19)4-5-9(14)15/h7-8,13H,1-6,12H2,(H,14,15)(H,16,17)(H,18,19)/t7-,8-/m0/s1",ZDGJAHTZVHVLOT-YUMQZZPRSA-N,276.2863,276.132136382,1,1,0,1,0
2223,Sarcosine,Alpha amino acids,Methylglycine; N-Methylglycine; N-Methylaminoacetic acid,Single,,107-97-1,1088,15611,FDB004048,HMDB0000271,CNCC(O)=O,C3H7NO2,"InChI=1S/C3H7NO2/c1-4-2-3(5)6/h4H,2H2,1H3,(H,5,6)",FSYKKLYZXJSNPZ-UHFFFAOYSA-N,89.0932,89.047678473,2,2,1,1,0
2226,Thymine,Hydroxypyrimidines,"2,4-Dihydroxy-5-methylpyrimidine; 5-Methyluracil",Single,"One of the four main bases found in DNA and RNA, which are adenine, cytosine, guanine, and thymine (uracil in RNA).",65-71-4,1135,17821,FDB021922,HMDB0000262,CC1=CNC(=O)NC1=O,C5H6N2O2,"InChI=1S/C5H6N2O2/c1-3-2-6-5(9)7-4(3)8/h2H,1H3,(H2,6,7,8,9)",RWQNBRDOKXIBIV-UHFFFAOYSA-N,126.1133,126.042927446,1,1,1,0,0
2228,Uracil,Pyrimidones,"2,4-Dihydroxypyrimidine",Single,"One of the four main bases found in DNA and RNA, which are adenine, cytosine, guanine, and thymine (uracil in RNA).",66-22-8,1174,17568,FDB006426,HMDB0000300,O=C1NC=CC(=O)N1,C4H4N2O2,"InChI=1S/C4H4N2O2/c7-3-1-2-5-4(8)6-3/h1-2H,(H2,5,6,7,8)",ISAKRJDGNUQOIC-UHFFFAOYSA-N,112.0868,112.027277382,6,2,5,1,0
2229,Xylose,Pentoses,D-Xylose,Single,,58-86-6,135191,53455,FDB001136,HMDB0000098,O[C@@H]1COC(O)[C@H](O)[C@H]1O,C5H10O5,"InChI=1S/C5H10O5/c6-2-1-10-5(9)4(8)3(2)7/h2-9H,1H2/t2-,3+,4-,5?/m1/s1",SRBFZHDQGSBBOR-IOVATXLUSA-N,150.1299,150.05282343,2,1,2,0,0
2233,Adenine,6-aminopurines,6-Aminopurine,Single,"One of the four main bases found in DNA and RNA, which are adenine, cytosine, guanine, and thymine (uracil in RNA).",73-24-5,190,16708,FDB012266,HMDB0000034,NC1=C2NC=NC2=NC=N1,C5H5N5,"InChI=1S/C5H5N5/c6-4-3-5(9-1-7-3)10-2-8-4/h1-2H,(H3,6,7,8,9,10)",GFFGJBXGBJISGV-UHFFFAOYSA-N,135.1267,135.054495185,3,2,2,1,0
2244,Dihydroferulic acid,Phenylpropanoic acids,3-(4-Hydroxy-3-methoxyphenyl)propionic acid,Single,,1135-23-5,14340,86612,FDB029987,HMDB0062121,COC1=CC(CCC(O)=O)=CC=C1O,C10H12O4,"InChI=1S/C10H12O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2,4,6,11H,3,5H2,1H3,(H,12,13)",BOLQJTPHPSDZHR-UHFFFAOYSA-N,196.1999,196.073558872,11,2,0,1,6
2247,Glycerol,Sugar alcohols,"Glycerin; 1,2,3-Propanetriol",Single,,56-81-5,753,17754,FDB000756,HMDB0000131,OCC(O)CO,C3H8O3,"InChI=1S/C3H8O3/c4-1-3(6)2-5/h3-6H,1-2H2",PEDCQBHIVMGVHV-UHFFFAOYSA-N,92.0938,92.047344122,3,1,1,0,0
2249,Guanine,Purines and purine derivatives,2-Amino-6-hydroxypurine; 2-Aminohypoxanthine,Single,"One of the four main bases found in DNA and RNA, which are adenine, cytosine, guanine, and thymine (uracil in RNA).",73-40-5,135398634,16235,FDB004222,HMDB0000132,NC1=NC(=O)C2=C(N1)N=CN2,C5H5N5O,"InChI=1S/C5H5N5O/c6-5-9-3-2(4(11)10-5)7-1-8-3/h1H,(H4,6,7,8,9,10,11)",UYTPUPDQBNUYGX-UHFFFAOYSA-N,151.1261,151.049409807,1,1,0,1,0
2251,Histamine,2-arylethylamines,1H-Imidazole-4-ethanamine; 5-Imidazoleethylamine; beta-Aminoethylglyoxaline; beta-Aminoethylimidazole; Ergamine; Ergotidine,Single,Decarboxylation product of the amino acid histidine. Involved in local immune responses. Neurotransmitter.,51-45-6,774,18295,FDB012596,HMDB0000870,NCCC1=CNC=N1,C5H9N3,"InChI=1S/C5H9N3/c6-2-1-5-3-7-4-8-5/h3-4H,1-2,6H2,(H,7,8)",NTYJJOPFIAHURM-UHFFFAOYSA-N,111.1451,111.079647303,3,1,0,0,2
2254,L-Arginine,L-alpha-amino acids,Arginine,Single,,74-79-3,6322,16467,FDB002257,HMDB0000517,N[C@@H](CCCNC(N)=N)C(O)=O,C6H14N4O2,"InChI=1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)/t4-/m0/s1",ODKSFYDXXFIFQN-BYPYZUCNSA-N,174.201,174.111675712,1,1,1,0,0
2256,"3,4-Dihydroxy-L-phenylalanine",Tyrosine and derivatives,L-DOPA; L-Dopa; 3-Hydroxy-L-tyrosine,Single,Immediate precursor of dopamine.,59-92-7,6047,15765,FDB000567,HMDB0000181,N[C@@H](CC1=CC=C(O)C(O)=C1)C(O)=O,C9H11NO4,"InChI=1S/C9H11NO4/c10-6(9(13)14)3-5-1-2-7(11)8(12)4-5/h1-2,4,6,11-12H,3,10H2,(H,13,14)/t6-/m0/s1",WTDRDQBEARUVNC-LURJTMIESA-N,197.1879,197.068807845,1,1,0,1,0
2257,Glutamine,L-alpha-amino acids,"L-Glutamine; (S)-2,5-Diamino-5-oxopentanoic acid",Single,,56-85-9,5961,18050,FDB030965,HMDB0000641,N[C@@H](CCC(N)=O)C(O)=O,C5H10N2O3,"InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)/t3-/m0/s1",ZDXPYRJPNDTMRX-VKHMYHEASA-N,146.1445,146.069142196,3,1,2,0,0
2259,L-Threonine,L-alpha-amino acids,"Threonine; (2S,3R)-2-Amino-3-hydroxybutanoic acid",Single,,72-19-5,6288,16857,FDB011999,HMDB0000167,C[C@@H](O)[C@H](N)C(O)=O,C4H9NO3,"InChI=1S/C4H9NO3/c1-2(6)3(5)4(7)8/h2-3,6H,5H2,1H3,(H,7,8)/t2-,3+/m1/s1",AYFVYJQAPQTCCC-GBXIJSLDSA-N,119.1192,119.058243159,1,1,1,0,0
2261,Nt-Methylimidazoleacetic acid,Imidazolyl carboxylic acids and derivatives,N-Methylimidazoleacetic acid; 1-Methyl-4-imidazoleacetic acid; Methylimidazoleacetic acid; Tele-Methylimidazoleacetic acid; Ntau-Methylimidazoleacetic acid,Single,Metabolite of histamine (pmid:6524522).,2625-49-2,75810,1606,FDB023069,HMDB0002820,CN1C=NC(CC(O)=O)=C1,C6H8N2O2,"InChI=1S/C6H8N2O2/c1-8-3-5(7-4-8)2-6(9)10/h3-4H,2H2,1H3,(H,9,10)",ZHCKPJGJQOPTLB-UHFFFAOYSA-N,140.1399,140.05857751,2,2,1,1,0
2262,N-Acetylneuraminic acid,N-acylneuraminic acids,Neu5Ac; NANA; 5-N-Acetyl-beta-D-neuraminic acid,Single,,19342-33-7,445063,45744,,HMDB0000230,[H][C@]1(O[C@@](O)(C[C@H](O)[C@H]1NC(C)=O)C(O)=O)[C@H](O)[C@H](O)CO,C11H19NO9,"InChI=1S/C11H19NO9/c1-4(14)12-7-5(15)2-11(20,10(18)19)21-9(7)8(17)6(16)3-13/h5-9,13,15-17,20H,2-3H2,1H3,(H,12,14)(H,18,19)/t5-,6+,7+,8+,9+,11-/m0/s1",SQVRNKJHWKZAKO-PFQGKNLYSA-N,309.2699,309.105981211,1,1,0,1,0
2269,Tyramine,Phenethylamines,4-Hydroxyphenethylamine; p-Tyramine; 4-(2-Aminoethyl)phenol; 2-(4-Hydroxyphenyl)ethylamine,Single,,51-67-2,5610,15760,FDB000433,HMDB0000306,NCCC1=CC=C(O)C=C1,C8H11NO,"InChI=1S/C8H11NO/c9-6-5-7-1-3-8(10)4-2-7/h1-4,10H,5-6,9H2",DZGWFCGJZKJUFP-UHFFFAOYSA-N,137.179,137.084063979,8,2,0,2,2
2270,Uridine,Pyrimidine nucleosides,,Single,"A ribonucleoside, formed when uracil is attached to a ribose ring.",58-96-8,6029,16704,FDB007411,HMDB0000296,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(=O)NC1=O,C9H12N2O6,"InChI=1S/C9H12N2O6/c12-3-4-6(14)7(15)8(17-4)11-2-1-5(13)10-9(11)16/h1-2,4,6-8,12,14-15H,3H2,(H,10,13,16)/t4-,6-,7-,8-/m1/s1",DRTQHJPVMGBUCF-XVFCMESISA-N,244.2014,244.069536126,1,1,1,0,0
2273,Xanthine,Xanthines,"2,6-Dioxopurine; 1H-Purine-2,6-diol; 3,7-Dihydro-1H-purine-2,6-dione; Isoxanthine; 9H-Xanthine",Single,A product on the pathway of purine degradation found in most human body tissues and fluids and in other organisms; converted into uric acid.,69-89-6,1188,17712,FDB001977,HMDB0000292,O=C1NC2=C(NC=N2)C(=O)N1,C5H4N4O2,"InChI=1S/C5H4N4O2/c10-4-2-3(7-1-6-2)8-5(11)9-4/h1H,(H3,6,7,8,9,10,11)",LRFVTYWOQMYALW-UHFFFAOYSA-N,152.1109,152.033425392,2,2,1,1,0
2276,Isoursodeoxycholic acid,"Dihydroxy bile acids, alcohols and derivatives","3beta,7beta-Dihydroxy-5beta-cholanoic acid; isoUDCA",Single,,78919-26-3,127601,43419,FDB022182,HMDB0000686,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@@H](O)C[C@]4([H])C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O,C24H40O4,"InChI=1S/C24H40O4/c1-14(4-7-21(27)28)17-5-6-18-22-19(9-11-24(17,18)3)23(2)10-8-16(25)12-15(23)13-20(22)26/h14-20,22,25-26H,4-13H2,1-3H3,(H,27,28)/t14-,15+,16+,17-,18+,19+,20+,22+,23+,24-/m1/s1",RUDATBOHQWOJDD-DNMBCGTGSA-N,392.572,392.292659768,5,2,1,0,3
2277,Isochenodeoxycholic acid,"Dihydroxy bile acids, alcohols and derivatives","3beta,7alpha-Dihydroxy-5beta-cholanoic acid; isoCDCA",Single,,566-24-5,164673,88102,FDB021981,HMDB0000361,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@H](O)C[C@]2([H])C[C@@H](O)CC[C@]12C,C24H40O4,"InChI=1S/C24H40O4/c1-14(4-7-21(27)28)17-5-6-18-22-19(9-11-24(17,18)3)23(2)10-8-16(25)12-15(23)13-20(22)26/h14-20,22,25-26H,4-13H2,1-3H3,(H,27,28)/t14-,15+,16+,17-,18+,19+,20-,22+,23+,24-/m1/s1",RUDATBOHQWOJDD-JGFDLHJZSA-N,392.572,392.292659768,9,1,0,0,6
2278,Isodeoxycholic acid,"Dihydroxy bile acids, alcohols and derivatives","3beta,12alpha-Dihydroxy-5beta-cholanoic acid; 3beta-Deoxycholic acid; 3-Epideoxycholic acid; isoDCA",Single,,570-63-8,160530,88098,FDB022045,HMDB0000438,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)[C@@H](O)C[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@@H](O)CC[C@]12C,C24H40O4,"InChI=1S/C24H40O4/c1-14(4-9-22(27)28)18-7-8-19-17-6-5-15-12-16(25)10-11-23(15,2)20(17)13-21(26)24(18,19)3/h14-21,25-26H,4-13H2,1-3H3,(H,27,28)/t14-,15-,16+,17+,18-,19+,20+,21+,23+,24-/m1/s1",KXGVEGMKQFWNSR-OFYXWCICSA-N,392.572,392.292659768,7,1,0,0,4
2279,Isolithocholic acid,"Monohydroxy bile acids, alcohols and derivatives",3beta-Hydroxy-5beta-cholanoic acid; 3beta-Lithocholic acid; isoLCA,Single,,1534-35-6,164853,81253,FDB022201,HMDB0000717,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@@H](O)CC[C@]12C,C24H40O3,"InChI=1S/C24H40O3/c1-15(4-9-22(26)27)19-7-8-20-18-6-5-16-14-17(25)10-12-23(16,2)21(18)11-13-24(19,20)3/h15-21,25H,4-14H2,1-3H3,(H,26,27)/t15-,16-,17+,18+,19-,20+,21+,23+,24-/m1/s1",SMEROWZSTRWXGI-WFVDQZAMSA-N,376.5726,376.297745146,4,1,0,0,3
2280,Ursocholic acid,"Trihydroxy bile acids, alcohols and derivatives","3alpha,7beta,12alpha-Trihydroxy-5beta-cholanoic acid",Single,,2955-27-3,122340,81240,FDB022316,HMDB0000917,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)[C@@H](O)C[C@@]1([H])[C@@]2([H])[C@@H](O)C[C@]2([H])C[C@H](O)CC[C@]12C,C24H40O5,"InChI=1S/C24H40O5/c1-13(4-7-21(28)29)16-5-6-17-22-18(12-20(27)24(16,17)3)23(2)9-8-15(25)10-14(23)11-19(22)26/h13-20,22,25-27H,4-12H2,1-3H3,(H,28,29)/t13-,14+,15-,16-,17+,18+,19+,20+,22+,23+,24-/m1/s1",BHQCQFFYRZLCQQ-UTLSPDKDSA-N,408.5714,408.28757439,1,1,0,0,1
2281,12-Ketolithocholic acid,"Monohydroxy bile acids, alcohols and derivatives",3alpha-Hydroxy-12-oxo-5beta-cholanoic acid; 3alpha-Hydroxy-12-keto-5beta-cholanic acid; 12-Ketodeoxycholic acid; 12-Dehydrodeoxycholic acid,Single,,5130-29-0,3080612,139134,FDB021953,HMDB0000328,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC(=O)[C@]12C)[C@H](C)CCC(O)=O,C24H38O4,"InChI=1S/C24H38O4/c1-14(4-9-22(27)28)18-7-8-19-17-6-5-15-12-16(25)10-11-23(15,2)20(17)13-21(26)24(18,19)3/h14-20,25H,4-13H2,1-3H3,(H,27,28)/t14-,15-,16-,17+,18-,19+,20+,23+,24-/m1/s1",CVNYHSDFZXHMMJ-VPUMZWJWSA-N,390.5561,390.277009704,6,2,1,0,4
2282,Isocholic acid,"1,2-diacylglycerols","3beta,7alpha,12alpha-Trihydroxy-5beta-cholanoic acid; IsoCA; 3-Epicholic acid",Single,,,5283870,88105,,HMDB0000419,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)[C@@H](O)C[C@@]1([H])[C@@]2([H])[C@H](O)C[C@]2([H])C[C@@H](O)CC[C@]12C,C24H40O5,"InChI=1S/C24H40O5/c1-13(4-7-21(28)29)16-5-6-17-22-18(12-20(27)24(16,17)3)23(2)9-8-15(25)10-14(23)11-19(22)26/h13-20,22,25-27H,4-12H2,1-3H3,(H,28,29)/t13-,14+,15+,16-,17+,18+,19-,20+,22+,23+,24-/m1/s1",BHQCQFFYRZLCQQ-UXWVVXDJSA-N,408.5714,408.28757439,5,1,0,0,3
2285,12-Ketoisolithocholic acid,"Monohydroxy bile acids, alcohols and derivatives",3beta-Hydroxy-12-oxo-5beta-cholanoic acid; 3beta-Hydroxy-12-keto-5beta-cholanic acid,Single,,4560-58-1,5283928,,,,C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC(=O)[C@]12C,C24H38O4,"InChI=1S/C24H38O4/c1-14(4-9-22(27)28)18-7-8-19-17-6-5-15-12-16(25)10-11-23(15,2)20(17)13-21(26)24(18,19)3/h14-20,25H,4-13H2,1-3H3,(H,27,28)/t14-,15-,16+,17+,18-,19+,20+,23+,24-/m1/s1",CVNYHSDFZXHMMJ-KIHIVPLQSA-N,390.564,390.277009704,3,1,0,0,3
2286,5-(3'-Hydroxyphenyl)valeric acid,Medium-chain fatty acids,5-(m-Hydroxyphenyl)valeric acid; 5-(3-Hydroxyphenyl)pentanoic acid; 3-Hydroxyphenylvaleric acid,Single,,,10559720,137517,FDB029824,HMDB0041666,OC(=O)CCCCC1=CC=CC(O)=C1,C11H14O3,"InChI=1S/C11H14O3/c12-10-6-3-5-9(8-10)4-1-2-7-11(13)14/h3,5-6,8,12H,1-2,4,7H2,(H,13,14)",CMLIEOOXQFWANJ-UHFFFAOYSA-N,194.2271,194.094294314,3,1,0,0,3
2287,p-Hydroxymandelic acid,1-hydroxy-2-unsubstituted benzenoids,4-Hydroxyphenylglycolic acid,Single,,1198-84-1,328,16388,FDB022267,HMDB0000822,OC(C(O)=O)C1=CC=C(O)C=C1,C8H8O4,"InChI=1S/C8H8O4/c9-6-3-1-5(2-4-6)7(10)8(11)12/h1-4,7,9-10H,(H,11,12)",YHXHKYRQLYQUIH-UHFFFAOYSA-N,168.1467,168.042258744,1,1,0,1,0
2288,Estrone,Estrogens and derivatives,"Oestrone; Folliculin; 3-Hydroxy-1,3,5(10)-estratrien-17-one; 1,3,5(10)-Estratrien-3-ol-17-one",Single,,53-16-7,5870,17263,FDB012798,HMDB0000145,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,C18H22O2,"InChI=1S/C18H22O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3,5,10,14-16,19H,2,4,6-9H2,1H3/t14-,15-,16+,18+/m1/s1",DNXHEGUUPJUMQT-CBZIJGRNSA-N,270.3661,270.161979948,7,1,0,0,2
2290,Estriol,Estrogens and derivatives,"16-alpha-Hydroxyestradiol; 3,16-alpha,17-beta-Trihydroxyestra-1,3,5(10)-triene",Single,,50-27-1,5756,27974,FDB006781,HMDB0000153,[H][C@@]12C[C@@H](O)[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,C18H24O3,"InChI=1S/C18H24O3/c1-18-7-6-13-12-5-3-11(19)8-10(12)2-4-14(13)15(18)9-16(20)17(18)21/h3,5,8,13-17,19-21H,2,4,6-7,9H2,1H3/t13-,14-,15+,16-,17+,18+/m1/s1",PROQIPRRNZUXQM-ZXXIGWHRSA-N,288.3814,288.172544634,3,1,0,0,1
2291,Chorismic acid,Dicarboxylic acids and derivatives,Chorismate,Single,,617-12-9,12039,17333,FDB028846,HMDB0012199,O[C@@H]1C=CC(=C[C@H]1OC(=C)C(O)=O)C(O)=O,C10H10O6,"InChI=1S/C10H10O6/c1-5(9(12)13)16-8-4-6(10(14)15)2-3-7(8)11/h2-4,7-8,11H,1H2,(H,12,13)(H,14,15)/t7-,8-/m1/s1",WTFXTQVDAKGDEY-HTQZYQBOSA-N,226.1828,226.047738052,1,1,0,1,0
2292,"7,8-Dihydropteroic acid",Pterins and derivatives,Dihydropteroate,Single,,2134-76-1,135398662,4581,FDB022607,HMDB0001412,NC1=NC2=C(N=C(CNC3=CC=C(C=C3)C(O)=O)CN2)C(=O)N1,C14H14N6O3,"InChI=1S/C14H14N6O3/c15-14-19-11-10(12(21)20-14)18-9(6-17-11)5-16-8-3-1-7(2-4-8)13(22)23/h1-4,16H,5-6H2,(H,22,23)(H4,15,17,19,20,21)",WBFYVDCHGVNRBH-UHFFFAOYSA-N,314.2994,314.112738344,1,1,0,1,0
2293,L-Arogenic acid,L-alpha-amino acids,L-Arogenate; Pretyrosine,Single,,53078-86-7,439319,17530,,,[H][C@](N)(CC1(C=CC([H])(O)C=C1)C(O)=O)C(O)=O,C10H13NO5,"InChI=1S/C10H13NO5/c11-7(8(13)14)5-10(9(15)16)3-1-6(12)2-4-10/h1-4,6-7,12H,5,11H2,(H,13,14)(H,15,16)/t6?,7-,10?/m0/s1",MIEILDYWGANZNH-DSQUFTABSA-N,227.216,227.079372523,1,1,0,1,0
2294,Indoleglycerol phosphate,3-alkylindoles,Indole-3-glycerol phosphate; Indole-3-glycerophosphate; IGPS,Single,,4220-97-7,444150,18299,,,[H][C@@](O)(COP(O)(O)=O)[C@@]([H])(O)C1=CNC2=C1C=CC=C2,C11H14NO6P,"InChI=1S/C11H14NO6P/c13-10(6-18-19(15,16)17)11(14)8-5-12-9-4-2-1-3-7(8)9/h1-5,10-14H,6H2,(H2,15,16,17)/t10-,11+/m1/s1",NQEQTYPJSIEPHW-MNOVXSKESA-N,287.2057,287.055873697,1,1,0,1,0
2298,2-Methylbutylamine,Monoalkylamines,,Single,,96-15-1,7283,,FDB009820,HMDB0032392,CCC(C)CN,C5H13N,"InChI=1S/C5H13N/c1-3-5(2)4-6/h5H,3-4,6H2,1-2H3",VJROPLWGFCORRM-UHFFFAOYSA-N,87.1634,87.104799421,13,1,0,0,3
2299,Propylamine,Monoalkylamines,1-Propylamine; Propanamine; 1-Aminopropane,Single,,107-10-8,7852,39870,FDB012241,HMDB0034006,CCCN,C3H9N,"InChI=1S/C3H9N/c1-2-3-4/h2-4H2,1H3",WGYKZJWCGVVSQN-UHFFFAOYSA-N,59.1103,59.073499293,18,1,0,0,3
2300,Butylamine,Monoalkylamines,1-Butylamine; Butanamine,Single,,109-73-9,8007,43799,FDB003380,HMDB0031321,CCCCN,C4H11N,"InChI=1S/C4H11N/c1-2-3-4-5/h2-5H2,1H3",HQABUPZFAYXKJW-UHFFFAOYSA-N,73.1368,73.089149357,9,1,0,0,2
2302,p-Hydroxyphenylglycol,1-hydroxy-2-unsubstituted benzenoids,4-Hydroxyphenylglycol; pHPG,Single,Metabolite of octopamine (pmid:2837223); octopamine is an organic chemical closely related to norepinephrine.,,,,,,OCC(O)C1=CC=C(O)C=C1,C8H10O3,"InChI=1S/C8H10O3/c9-5-8(11)6-1-3-7(10)4-2-6/h1-4,8-11H,5H2",VYRWCSXMABWFDW-UHFFFAOYSA-N,154.165,154.062994182,1,1,0,1,0
2304,Deoxycytidine monophosphate,Pyrimidine 2'-deoxyribonucleoside monophosphates,2'-Deoxycytidine 5'-monophosphate; Deoxycytidylic acid; dCMP,Single,A deoxyribonucleotide.,1032-65-1,13945,15918,FDB022488,HMDB0001202,NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](COP(O)(O)=O)O1,C9H14N3O7P,"InChI=1S/C9H14N3O7P/c10-7-1-2-12(9(14)11-7)8-3-5(13)6(19-8)4-18-20(15,16)17/h1-2,5-6,8,13H,3-4H2,(H2,10,11,14)(H2,15,16,17)/t5-,6+,8+/m0/s1",NCMVOABPESMRCP-SHYZEUOFSA-N,307.1971,307.056936329,1,1,0,1,0
2305,Deoxyadenosine monophosphate,Purine 2'-deoxyribonucleoside monophosphates,2'-Deoxyadenosine 5'-monophosphate; Deoxyadenylic acid; dAMP; 2'-Deoxy-5'-adenosine monophosphate,Single,A deoxyribonucleotide.,653-63-4,12599,17713,FDB022311,HMDB0000905,NC1=NC=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](COP(O)(O)=O)O1,C10H14N5O6P,"InChI=1S/C10H14N5O6P/c11-9-8-10(13-3-12-9)15(4-14-8)7-1-5(16)6(21-7)2-20-22(17,18)19/h3-7,16H,1-2H2,(H2,11,12,13)(H2,17,18,19)/t5-,6+,7+/m0/s1",KHWCHTKSEGGWEX-RRKCRQDMSA-N,331.2218,331.068169717,1,1,0,1,0
