ID,Name,Classification,Synonyms,Level,Description,CAS Number,PubChem ID,ChEBI ID,FooDB ID,HMDB ID,SMILES,Formula,InChI,InChIKey,Average mass,Mono. mass,No. of Publications,No. of Concentration values,No. of Reproducibility values,No. of Correlation values,No. of Metabolomic associations,No. of Cancer associations
929,"1,2,3,7,8,9-HxCDF",Polychlorodibenzo-furans (PCDF),"1,2,3,7,8,9-Hexachlorodibenzo-furan",Single,,72918-21-9,51720,81510,,,ClC1=C(Cl)C(Cl)=C2C(OC3=CC(Cl)=C(Cl)C(Cl)=C23)=C1,C12H2Cl6O,InChI=1S/C12H2Cl6O/c13-3-1-5-7(11(17)9(3)15)8-6(19-5)2-4(14)10(16)12(8)18/h1-2H,PYUSJFJVDVSXIU-UHFFFAOYSA-N,374.862,371.823680928,26,74,0,0,0,0
928,"2,3,4,6,7,8-HxCDF",Polychlorodibenzo-furans (PCDF),"2,3,4,6,7,8-Hexachlorodibenzo-furan",Single,,60851-34-5,43495,81512,,,ClC1=C(Cl)C(Cl)=C2OC3=C(Cl)C(Cl)=C(Cl)C=C3C2=C1,C12H2Cl6O,InChI=1S/C12H2Cl6O/c13-5-1-3-4-2-6(14)8(16)10(18)12(4)19-11(3)9(17)7(5)15/h1-2H,XTAHLACQOVXINQ-UHFFFAOYSA-N,374.862,371.823680928,26,74,0,0,0,0
938,"1,2,3,4,6,7,8-HpCDF",Polychlorodibenzo-furans (PCDF),"1,2,3,4,6,7,8-Heptachlorodibenzo-furan",Single,,67562-39-4,38199,81513,,,ClC1=C(Cl)C(Cl)=C2OC3=C(Cl)C(Cl)=C(Cl)C(Cl)=C3C2=C1,C12HCl7O,InChI=1S/C12HCl7O/c13-3-1-2-4-6(15)7(16)8(17)10(19)12(4)20-11(2)9(18)5(3)14/h1H,WDMKCPIVJOGHBF-UHFFFAOYSA-N,409.307,405.784708603,27,77,0,0,0,0
939,"1,2,3,4,7,8,9-HpCDF",Polychlorodibenzo-furans (PCDF),"1,2,3,4,7,8,9-Heptachlorodibenzo-furan",Single,,55673-89-7,41510,81514,,,ClC1=C(Cl)C(Cl)=C2C(OC3=C(Cl)C(Cl)=C(Cl)C(Cl)=C23)=C1,C12HCl7O,InChI=1S/C12HCl7O/c13-2-1-3-4(7(15)6(2)14)5-8(16)9(17)10(18)11(19)12(5)20-3/h1H,VEZCTZWLJYWARH-UHFFFAOYSA-N,409.307,405.784708603,26,75,0,0,0,0
940,PCB-77,Polychlorinated biphenyls (PCB),"3,3',4,4'-Tetrachlorobiphenyl",Single,,32598-13-3,36187,1367,,,ClC1=CC=C(C=C1Cl)C1=CC=C(Cl)C(Cl)=C1,C12H6Cl4,InChI=1S/C12H6Cl4/c13-9-3-1-7(5-11(9)15)8-2-4-10(14)12(16)6-8/h1-6H,UQMGJOKDKOLIDP-UHFFFAOYSA-N,291.988,289.92236102,20,48,0,0,0,0
941,PCB-81,Polychlorinated biphenyls (PCB),"3,4,4',5-Tetrachlorobiphenyl",Single,,70362-50-4,51043,81516,,,ClC1=CC=C(C=C1)C1=CC(Cl)=C(Cl)C(Cl)=C1,C12H6Cl4,InChI=1S/C12H6Cl4/c13-9-3-1-7(2-4-9)8-5-10(14)12(16)11(15)6-8/h1-6H,BHWVLZJTVIYLIV-UHFFFAOYSA-N,291.988,289.92236102,18,43,0,0,0,0
943,PCB-169,Polychlorinated biphenyls (PCB),"3,3',4,4',5,5'-Hexachlorobiphenyl",Single,,32774-16-6,36231,81517,,,ClC1=CC(=CC(Cl)=C1Cl)C1=CC(Cl)=C(Cl)C(Cl)=C1,C12H4Cl6,InChI=1S/C12H4Cl6/c13-7-1-5(2-8(14)11(7)17)6-3-9(15)12(18)10(16)4-6/h1-4H,ZHLICBPIXDOFFG-UHFFFAOYSA-N,360.878,357.84441637,22,58,0,0,0,0
944,PCB-105,Polychlorinated biphenyls (PCB),"2,3,3',4,4'-Pentachlorobiphenyl",Single,,32598-14-4,36188,81518,,,ClC1=CC=C(C=C1Cl)C1=CC=C(Cl)C(Cl)=C1Cl,C12H5Cl5,InChI=1S/C12H5Cl5/c13-8-3-1-6(5-10(8)15)7-2-4-9(14)12(17)11(7)16/h1-5H,WIDHRBRBACOVOY-UHFFFAOYSA-N,326.433,323.883388695,35,70,0,0,0,0
945,PCB-114,Polychlorinated biphenyls (PCB),"2,3,4,4',5-Pentachlorobiphenyl",Single,,74472-37-0,53036,81519,,,ClC1=CC=C(C=C1)C1=CC(Cl)=C(Cl)C(Cl)=C1Cl,C12H5Cl5,InChI=1S/C12H5Cl5/c13-7-3-1-6(2-4-7)8-5-9(14)11(16)12(17)10(8)15/h1-5H,SXZSFWHOSHAKMN-UHFFFAOYSA-N,326.433,323.883388695,22,49,0,0,0,0
946,PCB-118,Polychlorinated biphenyls (PCB),"2,3',4,4',5-Pentachlorobiphenyl",Single,,31508-00-6,35823,81520,,,ClC1=CC=C(C=C1Cl)C1=CC(Cl)=C(Cl)C=C1Cl,C12H5Cl5,InChI=1S/C12H5Cl5/c13-8-2-1-6(3-10(8)15)7-4-11(16)12(17)5-9(7)14/h1-5H,IUTPYMGCWINGEY-UHFFFAOYSA-N,326.433,323.883388695,54,104,0,0,0,0
947,PCB-123,Polychlorinated biphenyls (PCB),"2,3',4,4',5'-Pentachlorobiphenyl",Single,,65510-44-3,47650,81521,,,ClC1=CC=C(C(Cl)=C1)C1=CC(Cl)=C(Cl)C(Cl)=C1,C12H5Cl5,InChI=1S/C12H5Cl5/c13-7-1-2-8(9(14)5-7)6-3-10(15)12(17)11(16)4-6/h1-5H,YAHNWSSFXMVPOU-UHFFFAOYSA-N,326.433,323.883388695,20,46,0,0,0,0
948,PCB-156,Polychlorinated biphenyls (PCB),"2,3,3',4,4',5-Hexachlorobiphenyl",Single,,38380-08-4,38019,81522,,,ClC1=CC=C(C=C1Cl)C1=CC(Cl)=C(Cl)C(Cl)=C1Cl,C12H4Cl6,InChI=1S/C12H4Cl6/c13-7-2-1-5(3-8(7)14)6-4-9(15)11(17)12(18)10(6)16/h1-4H,LCXMEXLGMKFLQO-UHFFFAOYSA-N,360.878,357.84441637,45,93,0,0,0,0
949,PCB-157,Polychlorinated biphenyls (PCB),"2,3,3',4,4',5'-Hexachlorobiphenyl",Single,,69782-90-7,50891,81523,,,ClC1=CC=C(C(Cl)=C1Cl)C1=CC(Cl)=C(Cl)C(Cl)=C1,C12H4Cl6,InChI=1S/C12H4Cl6/c13-7-2-1-6(10(16)12(7)18)5-3-8(14)11(17)9(15)4-5/h1-4H,YTWXDQVNPCIEOX-UHFFFAOYSA-N,360.878,357.84441637,24,55,0,0,0,0
950,PCB-167,Polychlorinated biphenyls (PCB),"2,3',4,4',5,5'-Hexachlorobiphenyl",Single,,52663-72-6,40479,81524,,,ClC1=CC(Cl)=C(C=C1Cl)C1=CC(Cl)=C(Cl)C(Cl)=C1,C12H4Cl6,InChI=1S/C12H4Cl6/c13-7-4-9(15)8(14)3-6(7)5-1-10(16)12(18)11(17)2-5/h1-4H,AZXHAWRMEPZSSV-UHFFFAOYSA-N,360.878,357.84441637,26,55,0,0,0,0
951,PCB-189,Polychlorinated biphenyls (PCB),"2,3,3',4,4',5,5'-Heptachlorobiphenyl",Single,,39635-31-9,38306,81525,,,ClC1=CC(=CC(Cl)=C1Cl)C1=CC(Cl)=C(Cl)C(Cl)=C1Cl,C12H3Cl7,InChI=1S/C12H3Cl7/c13-6-1-4(2-7(14)10(6)17)5-3-8(15)11(18)12(19)9(5)16/h1-3H,XUAWBXBYHDRROL-UHFFFAOYSA-N,395.323,391.805444045,24,53,0,0,0,0
952,PCDDs,Polychlorodibenzo-p-dioxins (PCDD),Polychlorodibenzo-p-dioxins,Combined,,,,,,,,,,,,,12,27,0,0,0,0
953,PCDFs,Polychlorodibenzo-furans (PCDF),Polychlorodibenzo-furans,Combined,,,,,,,,,,,,,12,27,0,0,0,0
981,PCB-28,Polychlorinated biphenyls (PCB),"2,4,4'-Trichlorobiphenyl",Single,,7012-37-5,23448,,,,ClC1=CC=C(C=C1)C1=CC=C(Cl)C=C1Cl,C12H7Cl3,InChI=1S/C12H7Cl3/c13-9-3-1-8(2-4-9)11-6-5-10(14)7-12(11)15/h1-7H,BZTYNSQSZHARAZ-UHFFFAOYSA-N,257.543,255.961333345,25,51,0,0,0,0
982,PCB-29,Polychlorinated biphenyls (PCB),"2,4,5-Trichlorobiphenyl",Single,,15862-07-4,27514,,,,ClC1=CC(Cl)=C(C=C1Cl)C1=CC=CC=C1,C12H7Cl3,InChI=1S/C12H7Cl3/c13-10-7-12(15)11(14)6-9(10)8-4-2-1-3-5-8/h1-7H,VGVIKVCCUATMNG-UHFFFAOYSA-N,257.543,255.961333345,3,6,0,0,0,0
990,PCB-37,Polychlorinated biphenyls (PCB),"3,4,4'-Trichlorobiphenyl",Single,,38444-90-5,38039,,,,ClC1=CC=C(C=C1)C1=CC=C(Cl)C(Cl)=C1,C12H7Cl3,InChI=1S/C12H7Cl3/c13-10-4-1-8(2-5-10)9-3-6-11(14)12(15)7-9/h1-7H,YZANRISAORXTHU-UHFFFAOYSA-N,257.543,255.961333345,3,5,0,0,0,0
997,PCB-44,Polychlorinated biphenyls (PCB),"2,2',3,5'-Tetrachlorobiphenyl",Single,,41464-39-5,38875,,,,ClC1=CC=C(Cl)C(=C1)C1=CC=CC(Cl)=C1Cl,C12H6Cl4,InChI=1S/C12H6Cl4/c13-7-4-5-10(14)9(6-7)8-2-1-3-11(15)12(8)16/h1-6H,ALDJIKXAHSDLLB-UHFFFAOYSA-N,291.988,289.92236102,11,16,0,0,0,0
1002,PCB-49,Polychlorinated biphenyls (PCB),"2,2',4,5'-Tetrachlorobiphenyl",Single,,41464-40-8,38876,,,,ClC1=CC=C(C(Cl)=C1)C1=CC(Cl)=CC=C1Cl,C12H6Cl4,InChI=1S/C12H6Cl4/c13-7-2-4-11(15)10(5-7)9-3-1-8(14)6-12(9)16/h1-6H,ZWPVHELAQPIZHO-UHFFFAOYSA-N,291.988,289.92236102,9,13,0,0,0,0
1016,PCB-63,Polychlorinated biphenyls (PCB),"2,3,4',5-Tetrachlorobiphenyl",Single,,74472-34-7,53035,,,,ClC1=CC=C(C=C1)C1=CC(Cl)=CC(Cl)=C1Cl,C12H6Cl4,InChI=1S/C12H6Cl4/c13-8-3-1-7(2-4-8)10-5-9(14)6-11(15)12(10)16/h1-6H,CITMYAMXIZQCJD-UHFFFAOYSA-N,291.988,289.92236102,4,7,0,0,0,0
1019,PCB-66,Polychlorinated biphenyls (PCB),"2,3',4,4'-Tetrachlorobiphenyl",Single,,32598-10-0,36185,,,,ClC1=CC=C(C(Cl)=C1)C1=CC=C(Cl)C(Cl)=C1,C12H6Cl4,InChI=1S/C12H6Cl4/c13-8-2-3-9(11(15)6-8)7-1-4-10(14)12(16)5-7/h1-6H,RKLLTEAEZIJBAU-UHFFFAOYSA-N,291.988,289.92236102,16,29,0,0,0,0
1023,PCB-70,Polychlorinated biphenyls (PCB),"2,3',4',5-Tetrachlorobiphenyl",Single,,32598-11-1,36186,,,,ClC1=CC=C(Cl)C(=C1)C1=CC=C(Cl)C(Cl)=C1,C12H6Cl4,InChI=1S/C12H6Cl4/c13-8-2-4-10(14)9(6-8)7-1-3-11(15)12(16)5-7/h1-6H,KENZYIHFBRWMOD-UHFFFAOYSA-N,291.988,289.92236102,7,10,0,0,0,0
1024,PCB-71,Polychlorinated biphenyls (PCB),"2,3',4',6-Tetrachlorobiphenyl",Single,,41464-46-4,38880,,,,ClC1=CC=C(C=C1Cl)C1=C(Cl)C=CC=C1Cl,C12H6Cl4,InChI=1S/C12H6Cl4/c13-8-5-4-7(6-11(8)16)12-9(14)2-1-3-10(12)15/h1-6H,WYVBETQIUHPLFO-UHFFFAOYSA-N,291.988,289.92236102,3,6,0,0,0,0
1027,PCB-74,Polychlorinated biphenyls (PCB),"2,4,4',5-Tetrachlorobiphenyl",Single,,32690-93-0,36218,,,,ClC1=CC=C(C=C1)C1=CC(Cl)=C(Cl)C=C1Cl,C12H6Cl4,InChI=1S/C12H6Cl4/c13-8-3-1-7(2-4-8)9-5-11(15)12(16)6-10(9)14/h1-6H,TULCXSBAPHCWCF-UHFFFAOYSA-N,291.988,289.92236102,22,34,0,0,0,0
1036,PCB-85,Polychlorinated biphenyls (PCB),"2,2',3,4,4'-Pentachlorobiphenyl",Single,,65510-45-4,47651,,,,ClC1=CC=C(C(Cl)=C1)C1=CC=C(Cl)C(Cl)=C1Cl,C12H5Cl5,InChI=1S/C12H5Cl5/c13-6-1-2-7(10(15)5-6)8-3-4-9(14)12(17)11(8)16/h1-5H,LACXVZHAJMVESG-UHFFFAOYSA-N,326.433,323.883388695,5,8,0,0,0,0
1038,PCB-87,Polychlorinated biphenyls (PCB),"2,2',3,4,5'-Pentachlorobiphenyl",Single,,38380-02-8,38014,,,,ClC1=CC=C(Cl)C(=C1)C1=CC=C(Cl)C(Cl)=C1Cl,C12H5Cl5,InChI=1S/C12H5Cl5/c13-6-1-3-9(14)8(5-6)7-2-4-10(15)12(17)11(7)16/h1-5H,OPKYDBFRKPQCBS-UHFFFAOYSA-N,326.433,323.883388695,8,12,0,0,0,0
1043,PCB-92,Polychlorinated biphenyls (PCB),"2,2',3,5,5'-Pentachlorobiphenyl",Single,,52663-61-3,40469,,,,ClC1=CC=C(Cl)C(=C1)C1=CC(Cl)=CC(Cl)=C1Cl,C12H5Cl5,InChI=1S/C12H5Cl5/c13-6-1-2-10(15)8(3-6)9-4-7(14)5-11(16)12(9)17/h1-5H,CRCBRZBVCDKPGA-UHFFFAOYSA-N,326.433,323.883388695,5,8,0,0,0,0
1050,PCB-99,Polychlorinated biphenyls (PCB),"2,2',4,4',5-Pentachlorobiphenyl",Single,,38380-01-7,38013,,,,ClC1=CC=C(C(Cl)=C1)C1=CC(Cl)=C(Cl)C=C1Cl,C12H5Cl5,InChI=1S/C12H5Cl5/c13-6-1-2-7(9(14)3-6)8-4-11(16)12(17)5-10(8)15/h1-5H,LMQJBFRGXHMNOX-UHFFFAOYSA-N,326.433,323.883388695,24,34,0,0,0,0
1052,PCB-101,Polychlorinated biphenyls (PCB),"2,2',4,5,5'-Pentachlorobiphenyl",Single,,37680-73-2,37807,,,,ClC1=CC=C(Cl)C(=C1)C1=CC(Cl)=C(Cl)C=C1Cl,C12H5Cl5,InChI=1S/C12H5Cl5/c13-6-1-2-9(14)7(3-6)8-4-11(16)12(17)5-10(8)15/h1-5H,LAHWLEDBADHJGA-UHFFFAOYSA-N,326.433,323.883388695,26,54,0,0,0,0
1060,PCB-110,Polychlorinated biphenyls (PCB),"2,3,3',4',6-Pentachlorobiphenyl",Single,,38380-03-9,38015,,,,ClC1=CC=C(C=C1Cl)C1=C(Cl)C=CC(Cl)=C1Cl,C12H5Cl5,InChI=1S/C12H5Cl5/c13-7-2-1-6(5-10(7)16)11-8(14)3-4-9(15)12(11)17/h1-5H,ARXHIJMGSIYYRZ-UHFFFAOYSA-N,326.433,323.883388695,10,15,0,0,0,0
1066,PCB-117,Polychlorinated biphenyls (PCB),"2,3,4',5,6-Pentachlorobiphenyl",Single,,68194-11-6,63094,,,,ClC1=CC=C(C=C1)C1=C(Cl)C(Cl)=CC(Cl)=C1Cl,C12H5Cl5,InChI=1S/C12H5Cl5/c13-7-3-1-6(2-4-7)10-11(16)8(14)5-9(15)12(10)17/h1-5H,ZDDZPDTVCZLFFC-UHFFFAOYSA-N,326.433,323.883388695,4,7,0,0,0,0
1074,PCB-128,Polychlorinated biphenyls (PCB),"2,2',3,3',4,4'-Hexachlorobiphenyl",Single,,38380-07-3,38018,,,,ClC1=CC=C(C(Cl)=C1Cl)C1=CC=C(Cl)C(Cl)=C1Cl,C12H4Cl6,InChI=1S/C12H4Cl6/c13-7-3-1-5(9(15)11(7)17)6-2-4-8(14)12(18)10(6)16/h1-4H,BTAGRXWGMYTPBY-UHFFFAOYSA-N,360.878,357.84441637,9,13,0,0,0,0
1076,PCB-130,Polychlorinated biphenyls (PCB),"2,2',3,3',4,5'-Hexachlorobiphenyl",Single,,52663-66-8,40473,,,,ClC1=CC(Cl)=C(Cl)C(=C1)C1=CC=C(Cl)C(Cl)=C1Cl,C12H4Cl6,InChI=1S/C12H4Cl6/c13-5-3-7(10(16)9(15)4-5)6-1-2-8(14)12(18)11(6)17/h1-4H,YFSLABAYQDPWPF-UHFFFAOYSA-N,360.878,357.84441637,5,8,0,0,0,0
1078,PCB-132,Polychlorinated biphenyls (PCB),"2,2',3,3',4,6'-Hexachlorobiphenyl",Single,,38380-05-1,38017,,,,ClC1=CC=C(C(Cl)=C1Cl)C1=C(Cl)C=CC(Cl)=C1Cl,C12H4Cl6,InChI=1S/C12H4Cl6/c13-6-3-4-7(14)11(17)9(6)5-1-2-8(15)12(18)10(5)16/h1-4H,OKBJVIVEFXPEOU-UHFFFAOYSA-N,360.878,357.84441637,5,8,0,0,0,0
1080,PCB-134,Polychlorinated biphenyls (PCB),"2,2',3,3',5,6-Hexachlorobiphenyl",Single,,52704-70-8,40496,,,,ClC1=CC=CC(=C1Cl)C1=C(Cl)C(Cl)=CC(Cl)=C1Cl,C12H4Cl6,InChI=1S/C12H4Cl6/c13-6-3-1-2-5(10(6)16)9-11(17)7(14)4-8(15)12(9)18/h1-4H,RVWLHPJFOKUPNM-UHFFFAOYSA-N,360.878,357.84441637,4,7,0,0,0,0
1081,PCB-135,Polychlorinated biphenyls (PCB),"2,2',3,3',5,6'-Hexachlorobiphenyl",Single,,52744-13-5,40517,,,,ClC1=CC(Cl)=C(Cl)C(=C1)C1=C(Cl)C=CC(Cl)=C1Cl,C12H4Cl6,InChI=1S/C12H4Cl6/c13-5-3-6(11(17)9(16)4-5)10-7(14)1-2-8(15)12(10)18/h1-4H,UUTNFLRSJBQQJM-UHFFFAOYSA-N,360.878,357.84441637,5,8,0,0,0,0
1083,PCB-137,Polychlorinated biphenyls (PCB),"2,2',3,4,4',5-Hexachlorobiphenyl",Single,,35694-06-5,37250,,,,ClC1=CC=C(C(Cl)=C1)C1=CC(Cl)=C(Cl)C(Cl)=C1Cl,C12H4Cl6,InChI=1S/C12H4Cl6/c13-5-1-2-6(8(14)3-5)7-4-9(15)11(17)12(18)10(7)16/h1-4H,CKLLRBPBZLTGDJ-UHFFFAOYSA-N,360.878,357.84441637,6,9,0,0,0,0
1084,PCB-138,Polychlorinated biphenyls (PCB),"2,2',3,4,4',5'-Hexachlorobiphenyl",Single,,35065-28-2,37035,,,,ClC1=CC=C(C(Cl)=C1Cl)C1=CC(Cl)=C(Cl)C=C1Cl,C12H4Cl6,InChI=1S/C12H4Cl6/c13-7-2-1-5(11(17)12(7)18)6-3-9(15)10(16)4-8(6)14/h1-4H,RPUMZMSNLZHIGZ-UHFFFAOYSA-N,360.878,357.84441637,39,79,0,0,0,0
1087,PCB-141,Polychlorinated biphenyls (PCB),"2,2',3,4,5,5'-Hexachlorobiphenyl",Single,,52712-04-6,40234,,,,ClC1=CC=C(Cl)C(=C1)C1=CC(Cl)=C(Cl)C(Cl)=C1Cl,C12H4Cl6,InChI=1S/C12H4Cl6/c13-5-1-2-8(14)6(3-5)7-4-9(15)11(17)12(18)10(7)16/h1-4H,UCLKLGIYGBLTSM-UHFFFAOYSA-N,360.878,357.84441637,6,10,0,0,0,0
1092,PCB-146,Polychlorinated biphenyls (PCB),"2,2',3,4',5,5'-Hexachlorobiphenyl",Single,,51908-16-8,40172,,,,ClC1=CC(Cl)=C(Cl)C(=C1)C1=CC(Cl)=C(Cl)C=C1Cl,C12H4Cl6,InChI=1S/C12H4Cl6/c13-5-1-7(12(18)11(17)2-5)6-3-9(15)10(16)4-8(6)14/h1-4H,BQHCQAQLTCQFJZ-UHFFFAOYSA-N,360.878,357.84441637,17,28,0,0,0,0
1093,PCB-147,Polychlorinated biphenyls (PCB),"2,2',3,4',5,6-Hexachlorobiphenyl",Single,,68194-13-8,63081,,,,ClC1=CC=C(C(Cl)=C1)C1=C(Cl)C(Cl)=CC(Cl)=C1Cl,C12H4Cl6,InChI=1S/C12H4Cl6/c13-5-1-2-6(7(14)3-5)10-11(17)8(15)4-9(16)12(10)18/h1-4H,AQONCPKMJSBHQT-UHFFFAOYSA-N,360.878,357.84441637,4,7,0,0,0,0
1097,PCB-151,Polychlorinated biphenyls (PCB),"2,2',3,5,5',6-Hexachlorobiphenyl",Single,,52663-63-5,40471,,,,ClC1=CC=C(Cl)C(=C1)C1=C(Cl)C(Cl)=CC(Cl)=C1Cl,C12H4Cl6,InChI=1S/C12H4Cl6/c13-5-1-2-7(14)6(3-5)10-11(17)8(15)4-9(16)12(10)18/h1-4H,UHCLFIWDCYOTOL-UHFFFAOYSA-N,360.878,357.84441637,8,12,0,0,0,0
1109,PCB-165,Polychlorinated biphenyls (PCB),"2,3,3',5,5',6-Hexachlorobiphenyl",Single,,74472-46-1,53037,,,,ClC1=CC(=CC(Cl)=C1)C1=C(Cl)C(Cl)=CC(Cl)=C1Cl,C12H4Cl6,InChI=1S/C12H4Cl6/c13-6-1-5(2-7(14)3-6)10-11(17)8(15)4-9(16)12(10)18/h1-4H,ZEATXTCWXKQPHO-UHFFFAOYSA-N,360.878,357.84441637,3,5,0,0,0,0
1112,PCB-170,Polychlorinated biphenyls (PCB),"2,2',3,3',4,4',5-Heptachlorobiphenyl",Single,,35065-30-6,37037,,,,ClC1=CC=C(C(Cl)=C1Cl)C1=CC(Cl)=C(Cl)C(Cl)=C1Cl,C12H3Cl7,InChI=1S/C12H3Cl7/c13-6-2-1-4(8(15)10(6)17)5-3-7(14)11(18)12(19)9(5)16/h1-3H,RMPWIIKNWPVWNG-UHFFFAOYSA-N,395.323,391.805444045,26,45,0,0,0,0
1114,PCB-172,Polychlorinated biphenyls (PCB),"2,2',3,3',4,5,5'-Heptachlorobiphenyl",Single,,52663-74-8,40481,,,,ClC1=CC(Cl)=C(Cl)C(=C1)C1=CC(Cl)=C(Cl)C(Cl)=C1Cl,C12H3Cl7,InChI=1S/C12H3Cl7/c13-4-1-5(9(16)7(14)2-4)6-3-8(15)11(18)12(19)10(6)17/h1-3H,HOPMUCXYRNOABF-UHFFFAOYSA-N,395.323,391.805444045,9,16,0,0,0,0
1119,PCB-177,Polychlorinated biphenyls (PCB),"2,2',3,3',4,5',6'-Heptachlorobiphenyl",Single,,52663-70-4,40477,,,,ClC1=CC=C(C(Cl)=C1Cl)C1=C(Cl)C(Cl)=CC(Cl)=C1Cl,C12H3Cl7,InChI=1S/C12H3Cl7/c13-5-2-1-4(9(16)12(5)19)8-10(17)6(14)3-7(15)11(8)18/h1-3H,CXOYNJAHPUASHN-UHFFFAOYSA-N,395.323,391.805444045,12,20,0,0,0,0
1120,PCB-178,Polychlorinated biphenyls (PCB),"2,2',3,3',5,5',6-Heptachlorobiphenyl",Single,,52663-67-9,40474,,,,ClC1=CC(Cl)=C(Cl)C(=C1)C1=C(Cl)C(Cl)=CC(Cl)=C1Cl,C12H3Cl7,InChI=1S/C12H3Cl7/c13-4-1-5(10(17)6(14)2-4)9-11(18)7(15)3-8(16)12(9)19/h1-3H,WCIBKXHMIXUQHK-UHFFFAOYSA-N,395.323,391.805444045,11,16,0,0,0,0
1121,PCB-179,Polychlorinated biphenyls (PCB),"2,2',3,3',5,6,6'-Heptachlorobiphenyl",Single,,52663-64-6,40472,,,,ClC1=CC=C(Cl)C(=C1Cl)C1=C(Cl)C(Cl)=CC(Cl)=C1Cl,C12H3Cl7,InChI=1S/C12H3Cl7/c13-4-1-2-5(14)10(17)8(4)9-11(18)6(15)3-7(16)12(9)19/h1-3H,XYHVYEUZLSYHDP-UHFFFAOYSA-N,395.323,391.805444045,4,7,0,0,0,0
1122,PCB-180,Polychlorinated biphenyls (PCB),"2,2',3,4,4',5,5'-Heptachlorobiphenyl",Single,,35065-29-3,37036,,,,ClC1=CC(Cl)=C(C=C1Cl)C1=CC(Cl)=C(Cl)C(Cl)=C1Cl,C12H3Cl7,InChI=1S/C12H3Cl7/c13-6-3-8(15)7(14)1-4(6)5-2-9(16)11(18)12(19)10(5)17/h1-3H,WBHQEUPUMONIKF-UHFFFAOYSA-N,395.323,391.805444045,49,96,0,0,0,0
1123,PCB-181,Polychlorinated biphenyls (PCB),"2,2',3,4,4',5,6-Heptachlorobiphenyl",Single,,74472-47-2,53038,,,,ClC1=CC=C(C(Cl)=C1)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,C12H3Cl7,InChI=1S/C12H3Cl7/c13-4-1-2-5(6(14)3-4)7-8(15)10(17)12(19)11(18)9(7)16/h1-3H,DJEUXBQAKBLKPO-UHFFFAOYSA-N,395.323,391.805444045,4,7,0,0,0,0
1125,PCB-183,Polychlorinated biphenyls (PCB),"2,2',3,4,4',5',6-Heptachlorobiphenyl",Single,,52663-69-1,40476,,,,ClC1=CC(Cl)=C(C=C1Cl)C1=C(Cl)C=C(Cl)C(Cl)=C1Cl,C12H3Cl7,InChI=1S/C12H3Cl7/c13-5-2-7(15)6(14)1-4(5)10-8(16)3-9(17)11(18)12(10)19/h1-3H,KQBFUDNJKCZEDQ-UHFFFAOYSA-N,395.323,391.805444045,22,38,0,0,0,0
1132,PCB-191,Polychlorinated biphenyls (PCB),"2,3,3',4,4',5',6-Heptachlorobiphenyl",Single,,74472-50-7,53039,,,,ClC1=CC(Cl)=C(C(Cl)=C1Cl)C1=CC(Cl)=C(Cl)C(Cl)=C1,C12H3Cl7,InChI=1S/C12H3Cl7/c13-5-3-8(16)11(18)12(19)9(5)4-1-6(14)10(17)7(15)2-4/h1-3H,TVFXBXWAXIMLAQ-UHFFFAOYSA-N,395.323,391.805444045,5,8,0,0,0,0
1135,PCB-194,Polychlorinated biphenyls (PCB),"2,2',3,3',4,4',5,5'-Octachlorobiphenyl",Single,,35694-08-7,37251,,,,ClC1=CC(=C(Cl)C(Cl)=C1Cl)C1=CC(Cl)=C(Cl)C(Cl)=C1Cl,C12H2Cl8,InChI=1S/C12H2Cl8/c13-5-1-3(7(15)11(19)9(5)17)4-2-6(14)10(18)12(20)8(4)16/h1-2H,DTMRKGRREZAYAP-UHFFFAOYSA-N,429.768,425.76647172,16,25,0,0,0,0
1136,PCB-195,Polychlorinated biphenyls (PCB),"2,2',3,3',4,4',5,6-Octachlorobiphenyl",Single,,52663-78-2,40485,,,,ClC1=CC=C(C(Cl)=C1Cl)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,C12H2Cl8,InChI=1S/C12H2Cl8/c13-4-2-1-3(6(14)7(4)15)5-8(16)10(18)12(20)11(19)9(5)17/h1-2H,JAHJITLFJSDRCG-UHFFFAOYSA-N,429.768,425.76647172,12,21,0,0,0,0
1141,PCB-200,Polychlorinated biphenyls (PCB),"2,2',3,3',4,5,6,6'-Octachlorobiphenyl",Single,,52663-73-7,40480,,,,ClC1=CC=C(Cl)C(=C1Cl)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,C12H2Cl8,InChI=1S/C12H2Cl8/c13-3-1-2-4(14)7(15)5(3)6-8(16)10(18)12(20)11(19)9(6)17/h1-2H,HHXNVASVVVNNDG-UHFFFAOYSA-N,429.768,425.76647172,7,11,0,0,0,0
1143,PCB-202,Polychlorinated biphenyls (PCB),"2,2',3,3',5,5',6,6'-Octachlorobiphenyl",Single,,2136-99-4,16495,,,,ClC1=CC(Cl)=C(Cl)C(=C1Cl)C1=C(Cl)C(Cl)=CC(Cl)=C1Cl,C12H2Cl8,InChI=1S/C12H2Cl8/c13-3-1-4(14)10(18)7(9(3)17)8-11(19)5(15)2-6(16)12(8)20/h1-2H,JPOPEORRMSDUIP-UHFFFAOYSA-N,429.768,425.76647172,7,11,0,0,0,0
